Company,Slogan,Category,char_count,word_count,cat_n,cat_reliable,sentiment_score,sentiment,subjectivity,score_length,score_memorability,score_emotion,score_action,score_originality,score_personal,cliches_detected,cliche_count,effectiveness_score,effectiveness_category,theme_cluster,theme_keywords
eBay,Buy it. Sell it. Love it.,technology-slogans,25,6,144,True,0.6369,Positive,0.6,10.0,10,8.1845,10,10,0,[],0,8.6369,Excellent,0,"live, make, best, love, great"
ASUS,In search of Incredible.,technology-slogans,24,4,144,True,0.0,Neutral,0.9,10.0,3,4.5,0,10,0,[],0,4.65,Moyen,0,"live, make, best, love, great"
LaCie,Imagine That,technology-slogans,12,2,144,True,0.0,Neutral,0.0,6.7,0,0.0,10,10,0,[],0,4.005,Moyen,0,"live, make, best, love, great"
Siemens,We can do that.,technology-slogans,15,4,144,True,0.0,Neutral,0.0,8.5,2,0.0,8,10,3,[],0,4.7749999999999995,Moyen,0,"live, make, best, love, great"
Capgemini,"People matter, results count.",technology-slogans,29,4,144,True,0.0258,Neutral,0.0,10.0,2,0.129,5,10,0,[],0,4.2758,Moyen,0,"live, make, best, love, great"
General Electric (GE),Imagination at work,technology-slogans,19,3,144,True,0.0,Neutral,0.0,8.5,0,0.0,0,10,0,[],0,2.775,Faible,0,"live, make, best, love, great"
Symantec,Computing made easy.,technology-slogans,20,3,144,True,0.4404,Positive,0.8333333333333334,10.0,0,6.368666666666667,8,10,0,[],0,5.473733333333334,Bon,0,"live, make, best, love, great"
Fotolog,Share Photos. Make friends. It’s easy!,technology-slogans,38,6,144,True,0.8172,Positive,0.8333333333333334,10.0,5,10.0,8,10,0,[],0,7.45,Très bon,0,"live, make, best, love, great"
Logitech,Work. Play. Communicate.,technology-slogans,24,3,144,True,0.34,Positive,0.0,10.0,0,1.7000000000000002,5,10,0,[],0,4.09,Moyen,0,"live, make, best, love, great"
Westnet,Service sets us apart.,technology-slogans,22,4,144,True,0.0,Neutral,0.0,10.0,3,0.0,5,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
eMachines,eMachines is for everyone,technology-slogans,25,4,144,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
SUSE,We adapt. You succeed.,technology-slogans,22,4,144,True,0.4939,Positive,0.0,10.0,2,2.4695,5,10,8,[],0,5.5439,Bon,0,"live, make, best, love, great"
Mozilla Firefox,"Your web, the way you like it.",technology-slogans,30,7,144,True,0.3612,Positive,0.0,8.5,5,1.806,5,10,8,[],0,5.9362,Bon,8,"like, ll, feel, ve, way"
Linkedin,Connect with people for no reason at all,technology-slogans,40,8,144,True,-0.296,Negative,0.0,8.5,5,1.48,7,10,0,[],0,5.3709999999999996,Bon,0,"live, make, best, love, great"
D-Link,Building Networks for People.,technology-slogans,29,4,144,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
Tech Mahindra,create the next wave.,technology-slogans,21,4,144,True,0.2732,Positive,0.0,10.0,2,1.366,10,10,0,[],0,5.2732,Bon,0,"live, make, best, love, great"
Wipro,Applying Thought.,technology-slogans,17,2,144,True,0.0,Neutral,0.0,7.0,2,0.0,7,10,0,[],0,4.1,Moyen,0,"live, make, best, love, great"
Fujitsu,Possibilities are infinite.,technology-slogans,27,3,144,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
SAS Institute,"SAS, the leader in business intelligence software.",technology-slogans,50,7,144,True,0.4767,Positive,0.0,7.0,3,2.3835,0,7,0,['leader'],1,3.3266999999999998,Faible,0,"live, make, best, love, great"
Verizon Wireless,Built Right,technology-slogans,11,2,144,True,0.0,Neutral,0.5357142857142857,6.6,2,2.6785714285714284,10,10,0,[],0,5.025714285714285,Bon,0,"live, make, best, love, great"
TracFone Wireless,Nationwide Prepaid Wireless,technology-slogans,27,3,144,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Nextel,Trade up to Nextel. Bring your number.,technology-slogans,38,7,144,True,0.0772,Positive,0.0,8.5,5,0.386,7,10,8,[],0,5.9521999999999995,Bon,0,"live, make, best, love, great"
Vonage,The broadband phone company,technology-slogans,27,4,144,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
Memorex,"Is it live, or is it Memorex?",technology-slogans,29,7,144,True,0.0,Neutral,0.5,8.5,8,2.5,0,10,0,[],0,5.275,Bon,0,"live, make, best, love, great"
AOL,Life needs love. Life needs AOL.,technology-slogans,32,6,144,True,0.6369,Positive,0.6,10.0,10,8.1845,5,10,0,[],0,7.8869,Très bon,2,"life, live, come, enjoy, make"
Philips,Sense and simplicity.,technology-slogans,21,3,144,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
LG,Life's Good.,technology-slogans,12,2,144,True,0.4404,Positive,0.6000000000000001,6.7,2,5.202,0,10,0,[],0,4.0454,Moyen,7,"good, food, feel, great, life"
Amazon,From A to Z,technology-slogans,11,4,144,True,0.0,Neutral,0.0,8.1,2,0.0,0,10,0,[],0,3.215,Faible,0,"live, make, best, love, great"
Infosys,Powered by Intellect Driven by Values,technology-slogans,37,6,144,True,0.6908,Positive,0.0,10.0,8,5.454,7,8,3,['value'],1,7.1408,Très bon,0,"live, make, best, love, great"
Dell,Be direct,technology-slogans,9,2,144,True,0.0,Neutral,0.4,6.4,2,2.0,0,10,0,[],0,3.36,Faible,0,"live, make, best, love, great"
Sony,Make believe,technology-slogans,12,2,144,True,0.0,Neutral,0.0,6.7,2,0.0,5,10,0,[],0,3.755,Moyen,0,"live, make, best, love, great"
Qualcomm,Forward Thinking,technology-slogans,16,2,144,True,0.0,Neutral,0.0,7.0,2,0.0,8,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Texas Instruments,Timing is everything.,technology-slogans,21,3,144,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Oracle,Software Powers the Internet.,technology-slogans,29,4,144,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,3,[],0,3.3,Faible,0,"live, make, best, love, great"
Cisco,Tomorrow Starts Here,technology-slogans,20,3,144,True,0.0,Neutral,0.0,10.0,0,0.0,8,10,0,[],0,4.2,Moyen,0,"live, make, best, love, great"
Intel,Intel inside.,technology-slogans,13,2,144,True,0.0,Neutral,0.0,6.8,5,0.0,0,10,0,[],0,3.77,Moyen,0,"live, make, best, love, great"
Microsoft,Making it all make sense.,technology-slogans,25,5,144,True,0.0,Neutral,0.0,10.0,5,0.0,10,10,0,[],0,5.75,Bon,0,"live, make, best, love, great"
IBM,THINK,technology-slogans,5,1,144,True,0.0,Neutral,0.0,5.75,0,0.0,10,10,0,[],0,3.8625,Moyen,0,"live, make, best, love, great"
Hewlett-Packard (HP),Make it matter.,technology-slogans,15,3,144,True,0.0258,Neutral,0.0,8.5,5,0.129,10,10,0,[],0,5.5508,Bon,0,"live, make, best, love, great"
Apple,Think Different,technology-slogans,15,2,144,True,0.0,Neutral,0.6,7.0,0,3.0,10,10,0,[],0,4.65,Moyen,0,"live, make, best, love, great"
AT&T,Think big. Innovate and get there first,technology-slogans,39,7,144,True,0.4939,Positive,0.21666666666666667,8.5,3,3.5528333333333335,10,10,0,[],0,5.735566666666667,Bon,0,"live, make, best, love, great"
Google,Don’t be Evil,technology-slogans,13,3,144,True,-0.6597,Negative,1.0,8.3,2,8.2985,0,10,0,[],0,4.9047,Moyen,0,"live, make, best, love, great"
Panasonic,Live Your Best,technology-slogans,14,3,144,True,0.6369,Positive,0.4,8.4,2,7.1845,10,7,8,['best'],1,6.5469,Très bon,0,"live, make, best, love, great"
7-Eleven,Take it to Eleven,business-slogans,17,4,264,True,0.0,Neutral,0.0,8.5,3,0.0,7,10,0,[],0,4.575,Moyen,0,"live, make, best, love, great"
Walmart,Save Money. Live Better.,business-slogans,24,4,264,True,0.7269,Positive,0.5,10.0,5,8.1345,10,10,0,[],0,7.3769,Très bon,3,"better, life, making, live, money"
McCarthy Stone,Later life. Greater life.,business-slogans,25,4,264,True,0.3612,Positive,0.25,10.0,10,3.056,0,10,0,[],0,6.1112,Bon,2,"life, live, come, enjoy, make"
Crittall,"You can’t buy better, why pay more?",business-slogans,35,7,264,True,0.3612,Positive,0.5,8.5,3,4.306,5,10,5,[],0,5.6362000000000005,Bon,3,"better, life, making, live, money"
Barratt,Find the one.,business-slogans,13,3,264,True,0.0,Neutral,0.0,8.3,2,0.0,10,10,0,[],0,4.745,Moyen,0,"live, make, best, love, great"
Stannah,The stairlift people.,business-slogans,21,3,264,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
David Wilson Homes,Space to live.,business-slogans,14,3,264,True,0.0,Neutral,0.5,8.4,2,2.5,8,10,0,[],0,4.96,Moyen,0,"live, make, best, love, great"
Zillow,Let's Get You Home,business-slogans,18,4,264,True,0.0,Neutral,0.0,8.5,2,0.0,10,10,5,[],0,5.275,Bon,0,"live, make, best, love, great"
Wayfair,you've got just what I need,business-slogans,27,6,264,True,0.0,Neutral,0.0,10.0,2,0.0,8,10,5,[],0,5.2,Bon,0,"live, make, best, love, great"
David Jones,One name: endless possibilities,business-slogans,31,4,264,True,0.0,Neutral,0.75,10.0,0,3.75,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
IGA,Hometown Proud Supermarkets,business-slogans,27,3,264,True,0.4767,Positive,1.0,10.0,0,7.3835,0,10,0,[],0,4.4767,Moyen,0,"live, make, best, love, great"
BIG W,We sell for less,business-slogans,16,4,264,True,0.0,Neutral,0.06666666666666667,8.5,2,0.3333333333333333,5,10,3,[],0,4.391666666666667,Moyen,0,"live, make, best, love, great"
Build-A-Bear Workshop,The Most Fun You'll Ever Make,business-slogans,29,6,264,True,0.5563,Positive,0.35,10.0,5,6.5315,8,10,5,[],0,7.2563,Très bon,0,"live, make, best, love, great"
Smyths,Big toy stores. Little prices.,business-slogans,30,5,264,True,0.0,Neutral,0.3,10.0,5,1.5,0,10,0,[],0,4.55,Moyen,0,"live, make, best, love, great"
Enfamil,Let's fuel the wonder,business-slogans,21,4,264,True,0.0,Neutral,0.0,10.0,2,0.0,7,10,0,[],0,4.55,Moyen,0,"live, make, best, love, great"
Boots,"With you, for life.",business-slogans,19,4,264,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,5,[],0,3.775,Moyen,2,"life, live, come, enjoy, make"
Heron Foods,"Top Quality, Low Prices",business-slogans,23,4,264,True,-0.0772,Negative,0.4,10.0,2,2.386,0,7,0,['quality'],1,3.5271999999999997,Moyen,0,"live, make, best, love, great"
My Little Pony,Friendship Is Magic,business-slogans,19,3,264,True,0.4404,Positive,1.0,8.5,2,7.202,0,10,0,[],0,4.7154,Moyen,0,"live, make, best, love, great"
Playmobil,Creative play everyday,business-slogans,22,3,264,True,0.6486,Positive,0.8,10.0,3,9.243,0,10,0,[],0,5.5986,Bon,0,"live, make, best, love, great"
Super Soaker,Wetter Is Better!,business-slogans,17,3,264,True,0.4926,Positive,0.5,8.5,2,4.963,0,10,3,[],0,4.5676,Moyen,3,"better, life, making, live, money"
Davidoff,Life is rich.,business-slogans,13,3,264,True,0.5574,Positive,0.75,8.3,2,8.536999999999999,0,10,0,[],0,4.9524,Moyen,2,"life, live, come, enjoy, make"
Rothmans,Share the moment.,business-slogans,17,3,264,True,0.296,Positive,0.0,8.5,2,1.48,7,10,0,[],0,4.6209999999999996,Moyen,0,"live, make, best, love, great"
Drum (tobacco),Be a drummer.,business-slogans,13,3,264,True,0.0,Neutral,0.0,8.3,2,0.0,0,10,0,[],0,3.245,Faible,0,"live, make, best, love, great"
Gold Leaf,We’ve got taste.,business-slogans,16,3,264,True,0.0,Neutral,0.0,8.5,2,0.0,8,10,3,[],0,4.7749999999999995,Moyen,4,"taste, good, difference, fresh, life"
Bakers Complete,Now made with fresh meat.,business-slogans,25,5,264,True,0.3182,Positive,0.5,10.0,5,4.091,8,10,0,[],0,6.2682,Bon,0,"live, make, best, love, great"
Fresh Step,Smart litter for smart cats.,business-slogans,28,5,264,True,0.6597,Positive,0.6428571428571429,10.0,10,8.512785714285714,0,10,0,[],0,7.202557142857143,Très bon,0,"live, make, best, love, great"
Sheba,Follow your passion.,business-slogans,20,3,264,True,0.4588,Positive,0.0,10.0,2,2.294,7,10,8,[],0,5.8088,Bon,1,"passion, excellence, beer, life, discover"
Iams,That’s why vets recommend us.,business-slogans,29,5,264,True,0.3612,Positive,0.0,10.0,0,1.806,5,10,0,[],0,4.1112,Moyen,0,"live, make, best, love, great"
Silk Cut,Take the time to enjoy Silk Cut.,business-slogans,32,7,264,True,0.2732,Positive,0.5,8.5,5,3.866,7,10,0,[],0,5.8482,Bon,0,"live, make, best, love, great"
Woodbine,Wish them well with Wills.,business-slogans,26,5,264,True,0.5859,Positive,0.0,10.0,5,4.9295,7,10,3,[],0,6.5859,Très bon,0,"live, make, best, love, great"
Benson & Hedges,Discover metal.,business-slogans,15,2,264,True,0.0,Neutral,0.0,7.0,2,0.0,0,10,0,[],0,3.05,Faible,0,"live, make, best, love, great"
Dunhill (cigarette),Very well worth trying.,business-slogans,23,4,264,True,0.5531,Positive,0.2,10.0,5,5.7655,5,10,3,[],0,6.4531,Bon,0,"live, make, best, love, great"
London Underground,Making London simple.,business-slogans,21,3,264,True,0.0,Neutral,0.35714285714285715,10.0,2,1.7857142857142858,10,10,0,[],0,5.357142857142858,Bon,0,"live, make, best, love, great"
Chicco,Wherever there’s a baby.,business-slogans,24,4,264,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Leap Frog,Think up.,business-slogans,9,2,264,True,0.0,Neutral,0.0,6.4,2,0.0,10,10,0,[],0,4.46,Moyen,0,"live, make, best, love, great"
K'Nex,"Imagine, Build, Play",business-slogans,20,3,264,True,0.34,Positive,0.0,10.0,0,1.7000000000000002,10,10,0,[],0,4.84,Moyen,0,"live, make, best, love, great"
Duplo,Fun to build upon.,business-slogans,18,4,264,True,0.5106,Positive,0.2,8.5,2,5.553000000000001,8,10,0,[],0,5.5856,Bon,0,"live, make, best, love, great"
Play-Doh,Kids Can,business-slogans,8,2,264,True,0.0,Neutral,0.0,6.3,2,0.0,0,10,0,[],0,2.945,Faible,0,"live, make, best, love, great"
Sobeys,So Canadian,business-slogans,11,2,264,True,0.0,Neutral,0.0,6.6,0,0.0,0,10,0,[],0,2.4899999999999998,Faible,0,"live, make, best, love, great"
The Economic Times,Keep Moving,business-slogans,11,2,264,True,0.0,Neutral,0.0,6.6,2,0.0,7,10,0,[],0,4.04,Moyen,0,"live, make, best, love, great"
JBL,Hear the Truth,business-slogans,14,3,264,True,0.3182,Positive,0.0,8.4,5,1.591,7,10,0,[],0,5.3782,Bon,0,"live, make, best, love, great"
Miniso,"Life is for fun, MINISO",business-slogans,23,5,264,True,0.5106,Positive,0.2,10.0,3,5.553000000000001,0,10,0,[],0,4.8606,Moyen,2,"life, live, come, enjoy, make"
The New York Times,All the News That's Fit to Print,business-slogans,32,7,264,True,0.3612,Positive,0.4,8.5,5,3.806,5,10,0,[],0,5.5362,Bon,0,"live, make, best, love, great"
Zalando,Free to be,business-slogans,10,3,264,True,0.5106,Positive,0.8,8.0,2,8.553,0,10,0,[],0,4.9106000000000005,Moyen,0,"live, make, best, love, great"
O'Neill,First name in the water,business-slogans,23,5,264,True,0.0,Neutral,0.3333333333333333,10.0,2,1.6666666666666665,0,10,0,[],0,3.8333333333333335,Moyen,0,"live, make, best, love, great"
Walibi Holland,Get The Rush,business-slogans,12,3,264,True,0.0,Neutral,0.0,8.2,2,0.0,10,10,0,[],0,4.7299999999999995,Moyen,0,"live, make, best, love, great"
C1000,Dat scheelt.,business-slogans,12,2,264,True,0.0,Neutral,0.0,6.7,2,0.0,0,10,0,[],0,3.005,Faible,0,"live, make, best, love, great"
Super de Boer,"you're welcome, Super de Boer",business-slogans,29,5,264,True,0.7845,Positive,0.7833333333333333,10.0,3,9.839166666666667,0,10,8,[],0,6.517833333333333,Très bon,0,"live, make, best, love, great"
Albert Heijn,Everybody Appie,business-slogans,15,2,264,True,0.0,Neutral,0.0,7.0,2,0.0,0,10,0,[],0,3.05,Faible,0,"live, make, best, love, great"
SavaCentre,The store with more for less.,business-slogans,29,6,264,True,0.0,Neutral,0.2833333333333333,10.0,5,1.4166666666666665,0,10,0,[],0,4.533333333333333,Moyen,0,"live, make, best, love, great"
Fakta,it only takes 5mins,business-slogans,19,4,264,True,0.0,Neutral,1.0,8.5,2,5.0,5,10,0,[],0,5.025,Bon,0,"live, make, best, love, great"
Bratz,The girls with a passion for fashion,business-slogans,36,7,264,True,0.4588,Positive,0.0,8.5,8,2.294,0,10,0,[],0,5.2338000000000005,Bon,1,"passion, excellence, beer, life, discover"
Bratz Kidz,"How do you play, the Bratz Kidz way!",business-slogans,36,8,264,True,0.4003,Positive,0.0,8.5,2,2.0015,5,10,5,[],0,4.9253,Moyen,9,"way, better, life, money, play"
Transformers,More Than Meets The Eye,business-slogans,23,5,264,True,0.0,Neutral,0.5,10.0,5,2.5,5,10,0,[],0,5.5,Bon,0,"live, make, best, love, great"
Playskool,This School Rocks!,business-slogans,18,3,264,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
Brunet,You're healthy. that's all that matters.,business-slogans,40,6,264,True,0.4215,Positive,0.5,10.0,5,4.6075,5,10,5,[],0,6.4215,Bon,0,"live, make, best, love, great"
SM Supermalls,Everything's Here.,business-slogans,18,2,264,True,0.0,Neutral,0.0,7.0,2,0.0,0,10,0,[],0,3.05,Faible,0,"live, make, best, love, great"
Aim Toothpaste,The Great Tasting Gel!,business-slogans,22,4,264,True,0.6588,Positive,0.75,10.0,5,9.044,5,10,0,[],0,6.8088,Très bon,0,"live, make, best, love, great"
American Leather,Looks that stop traffic.,business-slogans,24,4,264,True,-0.296,Negative,0.0,10.0,5,1.48,5,10,0,[],0,5.295999999999999,Bon,0,"live, make, best, love, great"
Frangelico,The original hazelnut liqueur,business-slogans,29,4,264,True,0.3182,Positive,0.75,10.0,0,5.341,0,10,0,[],0,4.0682,Moyen,0,"live, make, best, love, great"
Indomaret,simple and frugal,business-slogans,17,3,264,True,0.0,Neutral,0.35714285714285715,8.5,2,1.7857142857142858,0,10,0,[],0,3.632142857142857,Moyen,0,"live, make, best, love, great"
Disney Junior,Jump into WOW!,business-slogans,14,3,264,True,0.7027,Positive,1.0,8.4,2,10.0,7,10,0,[],0,6.31,Bon,0,"live, make, best, love, great"
DeviantArt,Where art meets application!,business-slogans,28,4,264,True,0.0,Neutral,0.0,10.0,3,0.0,5,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
BJ's Wholesale Club,Where values come to life...,business-slogans,28,5,264,True,0.4019,Positive,0.0,10.0,2,2.0095,5,8,0,['value'],1,4.3519,Moyen,2,"life, live, come, enjoy, make"
Big Lots,Brand Names. Closeout Prices.,business-slogans,29,4,264,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Galeries Lafayette,Let's change approach,business-slogans,21,3,264,True,0.0,Neutral,0.0,10.0,2,0.0,7,10,0,[],0,4.55,Moyen,0,"live, make, best, love, great"
Selfridges,The Customer is Always Right,business-slogans,28,5,264,True,0.0,Neutral,0.5357142857142857,10.0,0,2.6785714285714284,0,10,0,[],0,3.5357142857142856,Moyen,0,"live, make, best, love, great"
Spar,"My SPAR, Our Tomorrow",business-slogans,21,4,264,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,3,[],0,3.3,Faible,0,"live, make, best, love, great"
Tylenol,"Feel better, Tylenol",business-slogans,20,3,264,True,0.4404,Positive,0.5,10.0,2,4.702,10,10,0,[],0,5.9404,Bon,3,"better, life, making, live, money"
Hero (TV channel),The No. 1 Anime Cable Channel in the Country,business-slogans,44,9,264,True,0.0,Neutral,0.0,6.25,8,0.0,0,10,0,[],0,4.4375,Moyen,0,"live, make, best, love, great"
Hamleys,Bring Toys to Life,business-slogans,18,4,264,True,0.0,Neutral,0.0,8.5,5,0.0,7,10,0,[],0,5.075,Bon,2,"life, live, come, enjoy, make"
Frosty Boy,"often licked, but never beaten",business-slogans,30,5,264,True,0.4585,Positive,0.0,10.0,8,2.2925,5,10,0,[],0,6.2085,Bon,0,"live, make, best, love, great"
Bic Cristal,"writes first time, every time.",business-slogans,30,5,264,True,0.0,Neutral,0.3333333333333333,10.0,5,1.6666666666666665,7,10,0,[],0,5.633333333333334,Bon,0,"live, make, best, love, great"
Meow Mix,It's all about the mix.,business-slogans,23,5,264,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Alka Seltzer,"Plop, plop, fizz, fizz",business-slogans,22,4,264,True,0.0,Neutral,0.0,10.0,10,0.0,7,10,0,[],0,6.55,Très bon,0,"live, make, best, love, great"
Bickerton (bicycle),Go bag a Bickerton.,business-slogans,19,4,264,True,0.0,Neutral,0.0,8.5,3,0.0,10,10,0,[],0,5.025,Bon,0,"live, make, best, love, great"
Viceroy (cigarette),I Would Recommend Viceroys.,business-slogans,27,4,264,True,0.3612,Positive,0.0,10.0,0,1.806,5,10,0,[],0,4.1112,Moyen,0,"live, make, best, love, great"
West (cigarette),Let's go West!,business-slogans,14,3,264,True,0.0,Neutral,0.0,8.4,2,0.0,10,10,3,[],0,5.06,Bon,0,"live, make, best, love, great"
Strand (cigarette),You're never alone with a Strand.,business-slogans,33,6,264,True,0.1877,Positive,0.0,10.0,3,0.9385,0,10,5,[],0,4.4376999999999995,Moyen,0,"live, make, best, love, great"
Senior Service (cigarette),Senior Service Satisfy.,business-slogans,23,3,264,True,0.4588,Positive,0.0,10.0,5,2.294,0,10,0,[],0,4.7088,Moyen,0,"live, make, best, love, great"
Salem (cigarette),"Take a puff, it's springtime.",business-slogans,29,5,264,True,0.0,Neutral,0.0,10.0,0,0.0,7,10,0,[],0,4.05,Moyen,0,"live, make, best, love, great"
Parliament,Only the flavor touches your lips.,business-slogans,34,6,264,True,0.0,Neutral,1.0,10.0,5,5.0,5,10,8,[],0,6.8,Très bon,0,"live, make, best, love, great"
Newport,Newport Pleasure.,business-slogans,17,2,264,True,0.5719,Positive,0.0,7.0,2,4.8595,0,10,0,[],0,4.0219000000000005,Moyen,0,"live, make, best, love, great"
More (cigarette),Dare to be More.,business-slogans,16,4,264,True,0.0,Neutral,0.5,8.5,2,2.5,7,10,0,[],0,4.825,Moyen,0,"live, make, best, love, great"
Mayfair,A good smoke at a fair price.,business-slogans,29,7,264,True,0.6369,Positive,0.75,8.5,7,8.9345,0,10,0,[],0,6.3119,Bon,7,"good, food, feel, great, life"
HB,A filter cigarette that tastes good.,business-slogans,36,6,264,True,0.4404,Positive,0.6000000000000001,10.0,3,5.202,5,10,0,[],0,5.5404,Bon,7,"good, food, feel, great, life"
Embassy,Inhale to your heart's content!,business-slogans,31,5,264,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,8,[],0,3.8,Moyen,0,"live, make, best, love, great"
Doral,Taste me!,business-slogans,9,2,264,True,0.0,Neutral,0.0,6.4,2,0.0,7,10,0,[],0,4.01,Moyen,4,"taste, good, difference, fresh, life"
Dakota,Smooth. Streetwise.,business-slogans,19,2,264,True,0.0,Neutral,0.5,7.0,3,2.5,0,10,0,[],0,3.8,Moyen,0,"live, make, best, love, great"
Craven A,​For Your Throat’s Sake.,business-slogans,24,4,264,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,8,[],0,4.3,Moyen,0,"live, make, best, love, great"
Classic Filter Kings,Discover a passion.,business-slogans,19,3,264,True,0.4588,Positive,0.0,8.5,0,2.294,10,10,0,[],0,4.7338000000000005,Moyen,1,"passion, excellence, beer, life, discover"
Capri (cigarette),"Menthol, but with a soft, fresh taste.",business-slogans,38,7,264,True,0.4497,Positive,0.425,8.5,2,4.3735,0,10,0,[],0,4.1497,Moyen,4,"taste, good, difference, fresh, life"
Canadian Classics,Additive-Free.,business-slogans,14,1,264,True,0.0,Neutral,0.0,6.65,0,0.0,0,10,0,[],0,2.4975,Faible,0,"live, make, best, love, great"
Cambridge (cigarette),Everyone's swinging to Cambridge.,business-slogans,33,4,264,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Basic (cigarette),Keep it Basic.,business-slogans,14,3,264,True,0.0,Neutral,0.125,8.4,2,0.625,7,10,0,[],0,4.4350000000000005,Moyen,0,"live, make, best, love, great"
Alain Delon,Signature taste.,business-slogans,16,2,264,True,0.0,Neutral,0.0,7.0,0,0.0,0,10,0,[],0,2.55,Faible,4,"taste, good, difference, fresh, life"
Walgreens Boots Alliance,Trusted since 1901.,business-slogans,19,3,264,True,0.4767,Positive,0.0,8.5,0,2.3835,7,7,0,['trusted'],1,3.8517,Moyen,0,"live, make, best, love, great"
Ramco Cements,Engineered for Concrete.,business-slogans,24,3,264,True,0.0,Neutral,0.30000000000000004,10.0,0,1.5000000000000002,7,10,0,[],0,4.35,Moyen,0,"live, make, best, love, great"
JSW Cement,Start Strong. Grow Stronger.,business-slogans,28,4,264,True,0.7096,Positive,0.7333333333333333,10.0,5,9.214666666666666,10,10,0,[],0,7.592933333333333,Très bon,0,"live, make, best, love, great"
India Cements,Unshakeable trust.,business-slogans,18,2,264,True,0.5106,Positive,0.0,7.0,0,4.553000000000001,0,10,0,[],0,3.4606000000000003,Faible,0,"live, make, best, love, great"
Twitter,What’s happening,business-slogans,16,2,264,True,0.0,Neutral,0.0,7.0,0,0.0,5,10,0,[],0,3.3,Faible,0,"live, make, best, love, great"
T-Mobile,Stick Together,business-slogans,14,2,264,True,0.0,Neutral,0.0,6.9,0,0.0,7,10,0,[],0,3.585,Moyen,0,"live, make, best, love, great"
Publix,Where shopping is a pleasure,business-slogans,28,5,264,True,0.5719,Positive,0.0,10.0,3,4.8595,0,10,0,[],0,4.7219,Moyen,0,"live, make, best, love, great"
Safeway,Ingredients for life.,business-slogans,21,3,264,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,2,"life, live, come, enjoy, make"
Harrods,"All Things, For All People, Everywhere",business-slogans,38,6,264,True,0.0,Neutral,0.0,10.0,8,0.0,0,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
Asda,Save Money. Live Better.,business-slogans,24,4,264,True,0.7269,Positive,0.5,10.0,5,8.1345,10,10,0,[],0,7.3769,Très bon,3,"better, life, making, live, money"
Petco,Where the pets go,business-slogans,17,4,264,True,0.0,Neutral,0.0,8.5,2,0.0,8,10,0,[],0,4.475,Moyen,0,"live, make, best, love, great"
CBS,America's Most Watched Network,business-slogans,30,4,264,True,0.0,Neutral,0.5,10.0,0,2.5,5,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Nickelodeon,The First Kids' Network,business-slogans,23,4,264,True,0.0,Neutral,0.3333333333333333,10.0,2,1.6666666666666665,0,10,0,[],0,3.8333333333333335,Moyen,0,"live, make, best, love, great"
Cartoon Network,New New New New,business-slogans,15,4,264,True,0.0,Neutral,0.45454545454545453,8.5,10,2.2727272727272725,0,10,0,[],0,5.7295454545454545,Bon,0,"live, make, best, love, great"
Jack FM,Playing what we want.,business-slogans,21,4,264,True,0.2732,Positive,0.0,10.0,5,1.366,7,10,3,[],0,5.8732,Bon,0,"live, make, best, love, great"
